id,user_id,title,description,slug,active,questions,image,premium,type,prompt,custom_template,tone_of_voice,color,filters,package,created_at,updated_at
30,NULL,"Grammar Correction","Eliminate grammar errors and enhance your writing with ease. Our tool offers seamless grammar correction for flawless content.",grammar_correction,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg width=""17"" height=""18"" viewBox=""0 0 17 18"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M4.75586 8.01172V9.48828H0.255859V8.01172H4.75586ZM6.37305 5.58594L5.31836 6.64062L3.73633 5.02344L4.79102 3.96875L6.37305 5.58594ZM9.25586 0.488281V4.98828H7.74414V0.488281H9.25586ZM13.2637 5.02344L11.6816 6.64062L10.627 5.58594L12.209 3.96875L13.2637 5.02344ZM12.2441 8.01172H16.7441V9.48828H12.2441V8.01172ZM6.90039 7.16797C7.3457 6.72266 7.87305 6.5 8.48242 6.5C9.11523 6.5 9.6543 6.72266 10.0996 7.16797C10.5449 7.58984 10.7676 8.11719 10.7676 8.75C10.7676 9.38281 10.5449 9.92188 10.0996 10.3672C9.6543 10.7891 9.11523 11 8.48242 11C7.87305 11 7.3457 10.7891 6.90039 10.3672C6.47852 9.92188 6.26758 9.38281 6.26758 8.75C6.26758 8.11719 6.47852 7.58984 6.90039 7.16797ZM10.627 11.9141L11.6816 10.8594L13.2637 12.4766L12.209 13.5312L10.627 11.9141ZM3.73633 12.4766L5.31836 10.8594L6.37305 11.9141L4.79102 13.5312L3.73633 12.4766ZM7.74414 17.0117V12.5117H9.25586V17.0117H7.74414Z"" fill=""#23344D""/>
</svg>",0,text,NULL,0,0,#D6C0A3,blog,NULL,2025-09-26T14:23:18.000000Z,2025-09-26T14:23:18.000000Z
31,NULL,"TL;DR Summarization","Automatically summarize long texts into bite-sized summaries with this TL;DR generator.",tldr_summarization,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M160 666v-60h389v60H160Zm0-120v-60h640v60H160Z""/></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:18.000000Z,2025-09-26T14:23:18.000000Z
22,NULL,"Google Ads Description","Step up your Google ad game, Craft high-converting ad copy that grabs attention and drives sales.",google_ads_description,1,"[{""name"":""product_name"",""type"":""text"",""question"":""Product Name"",""select"":""""},{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""audience"",""type"":""select"",""question"":""Audience"",""select"":""\n        <option value='everyone'> Everyone </option>\n        <option value='man'> Man </option>\n        <option value='woman'> Woman </option>\n        <option value='children'> Children </option>\n        <option value='teenager'> Teenager </option>\n        ""}]","<svg xmlns=""http://www.w3.org/2000/svg"" width=""32"" height=""32"" enable-background=""new 0 0 32 32"" viewBox=""0 0 32 32"" id=""adwords""><path fill=""#263238"" d=""M2.066 23.314c-.082 0-.166-.021-.242-.063-.242-.135-.329-.438-.194-.681L9.278 8.803c.134-.24.439-.326.68-.194.242.135.329.438.194.681L2.503 23.058C2.412 23.222 2.242 23.314 2.066 23.314zM9.933 27.686c-.082 0-.166-.021-.242-.063-.242-.135-.329-.438-.194-.681l4.796-8.634c.133-.24.438-.326.68-.194.242.135.329.438.194.681l-4.796 8.634C10.279 27.593 10.109 27.686 9.933 27.686z""></path><path fill=""#263238"" d=""M15.709,15.761L9.497,26.942c-0.705,1.27-2.046,2.059-3.5,2.059c-0.674,0-1.345-0.175-1.939-0.505 c-1.928-1.07-2.625-3.511-1.554-5.438l7.578-13.639c0.134-0.241,0.047-0.546-0.194-0.681c-0.24-0.133-0.545-0.046-0.68,0.194 L1.629,22.571c-1.339,2.41-0.468,5.46,1.942,6.8c0.742,0.412,1.58,0.63,2.424,0.63c1.817,0,3.493-0.985,4.375-2.572 l5.921-10.658L15.709,15.761z""></path><path fill=""#263238"" d=""M6 30c-2.757 0-5-2.243-5-5s2.243-5 5-5 5 2.243 5 5S8.757 30 6 30zM6 21c-2.206 0-4 1.794-4 4s1.794 4 4 4 4-1.794 4-4S8.206 21 6 21zM26.004 30.001c-1.817 0-3.493-.985-4.375-2.572l-10-18c-1.339-2.41-.468-5.46 1.942-6.8.742-.412 1.581-.631 2.425-.631 1.816 0 3.492.986 4.374 2.573l10 18c1.339 2.41.468 5.46-1.942 6.8C27.687 29.783 26.848 30.001 26.004 30.001zM15.997 2.998c-.675 0-1.345.175-1.94.506-1.928 1.07-2.625 3.511-1.554 5.438l10 18c.705 1.27 2.046 2.059 3.5 2.059.674 0 1.345-.175 1.939-.505 1.928-1.07 2.625-3.511 1.554-5.438l-10-18C18.792 3.787 17.451 2.998 15.997 2.998z""></path></svg>",0,text,NULL,0,0,#D6C0A3,advertisement,NULL,2025-09-26T14:23:15.000000Z,2025-09-26T14:23:15.000000Z
23,NULL,"Paragraph Generator","Generate a paragraph with keywords and description. Never struggle with writer's block again. Generate flawless paragraphs that captivate readers.",paragraph_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""keywords"",""type"":""textarea"",""question"":""Keywords (Separate with comma.)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M160 684v-60h640v60H160Zm0 160v-60h640v60H160Zm0-316v-60h640v60H160Zm0-160v-60h640v60H160Z""/></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:15.000000Z,2025-09-26T14:23:15.000000Z
24,NULL,"Pros & Cons","Make informed decisions with ease. Generate unbiased pros and cons lists that help you weigh options and make better choices.",pros_cons,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""title"",""type"":""text"",""question"":""Title"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M443 936q-17 0-32-6.5T385 912L203 719l32-33q11-11 25-13.5t29 .5l114 25V276q0-26 17-43t43-17q26 0 43 17t17 43v240h36q11 0 19 1.5t17 6.5l163 82q24 12 36 35t8 49l-26 180q-5 29-28 47.5T696 936H443Zm-26-60h281l43-249-183-91h-55V316q0-18-11-29t-29-11q-18 0-29 11t-11 29v399l-154-33-23 23 171 171Zm0 0L246 705l23-23 154 33V316q0-18 11-29t29-11q18 0 29 11t11 29v220h55l183 91-43 249H417Z""/></svg>",0,text,NULL,0,0,#E0BFC9,development,NULL,2025-09-26T14:23:16.000000Z,2025-09-26T14:23:16.000000Z
25,NULL,"Meta Description","Get more clicks with compelling meta descriptions. Generate unique, SEO-friendly meta descriptions that attract customers and boost traffic.",meta_description,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""title"",""type"":""text"",""question"":""Title"",""select"":""""},{""name"":""keywords"",""type"":""text"",""question"":""Keywords (Separate with comma)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M319 806h322v-60H319v60Zm0-170h322v-60H319v60Zm-99 340q-24 0-42-18t-18-42V236q0-24 18-42t42-18h361l219 219v521q0 24-18 42t-42 18H220Zm331-554V236H220v680h520V422H551ZM220 236v186-186 680-680Z""/></svg>",0,text,NULL,0,0,#A3D6C2,development,NULL,2025-09-26T14:23:16.000000Z,2025-09-26T14:23:16.000000Z
26,NULL,"FAQ Generator (All Datas)","Quickly create helpful FAQs. Our AI-powered generator provides custom responses to common questions in seconds.",faq_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""title"",""type"":""text"",""question"":""Title (Faq Question)"",""select"":""""}]","<svg width=""13"" height=""13"" viewBox=""0 0 13 13"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M8.62695 5.87109C8.04102 6.45703 7.32617 6.75 6.48242 6.75C5.66211 6.75 4.95898 6.45703 4.37305 5.87109C3.78711 5.28516 3.49414 4.58203 3.49414 3.76172C3.49414 2.91797 3.78711 2.20313 4.37305 1.61719C4.95898 1.03125 5.66211 0.738281 6.48242 0.738281C7.32617 0.738281 8.04102 1.03125 8.62695 1.61719C9.21289 2.20313 9.50586 2.91797 9.50586 3.76172C9.50586 4.58203 9.21289 5.28516 8.62695 5.87109ZM4.05664 8.57812C4.94727 8.36719 5.75586 8.26172 6.48242 8.26172C7.23242 8.26172 8.05273 8.36719 8.94336 8.57812C9.83398 8.78906 10.6426 9.14062 11.3691 9.63281C12.1191 10.1016 12.4941 10.6406 12.4941 11.25V12.7617H0.505859V11.25C0.505859 10.6406 0.869141 10.1016 1.5957 9.63281C2.3457 9.14062 3.16602 8.78906 4.05664 8.57812Z"" fill=""#23344D""/>
</svg>",0,text,NULL,0,0,#D6D2A3,development,NULL,2025-09-26T14:23:16.000000Z,2025-09-26T14:23:16.000000Z
27,NULL,"Email Generator","Generate an email with your subject and description. Streamline your inbox and save time.",email_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""subject"",""type"":""text"",""question"":""Subject of Email"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M140 896q-24 0-42-18t-18-42V316q0-24 18-42t42-18h680q24 0 42 18t18 42v520q0 24-18 42t-42 18H140Zm340-302 340-223v-55L480 534 140 316v55l340 223Z""/></svg>",0,text,NULL,0,0,#D1C5DE,email,NULL,2025-09-26T14:23:17.000000Z,2025-09-26T14:23:17.000000Z
28,NULL,"Email Answer Generator","Effortlessly tackle your overflowing inbox with custom, accurate responses to common queries, freeing you up to focus on what matters most.",email_answer_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description (Receieved Email)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M140 896q-24 0-42-18t-18-42V316q0-24 18-42t42-18h680q24 0 42 18t18 42v520q0 24-18 42t-42 18H140Zm340-302 340-223v-55L480 534 140 316v55l340 223Z""/></svg>",0,text,NULL,0,0,#D1C5DE,email,NULL,2025-09-26T14:23:17.000000Z,2025-09-26T14:23:17.000000Z
29,NULL,"Newsletter Generator","Generate engaging newsletters easily with personalized content that resonates with your audience, driving growth and engagement.",newsletter_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""select"":""""},{""name"":""title"",""type"":""text"",""question"":""Title"",""select"":""""},{""name"":""subject"",""type"":""text"",""question"":""Subject"",""select"":""""}]","<svg width=""17"" height=""14"" viewBox=""0 0 17 14"" fill=""none"" xmlns=""http://www.w3.org/2000/svg"">
<path d=""M0.625 13.5V8.26172L11.875 6.75L0.625 5.23828V0L16.375 6.75L0.625 13.5Z"" fill=""#23344D""/>
</svg>",0,text,NULL,0,0,#E1D5F4,email,NULL,2025-09-26T14:23:18.000000Z,2025-09-26T14:23:18.000000Z
33,NULL,"Custom Generation","Create your own custom generator with AI! Our app allows you to quickly and easily generate unique content in any language.",custom-generation-eQao5n,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Description"",""description"":""Description for prompt""},{""name"":""description-second"",""type"":""textarea"",""question"":""Description Second"",""description"":""Description Second for prompt""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""40"" viewBox=""0 96 960 960"" width=""40""><path d=""M424 962.333V705h93.666v83H860v93.666H517.666v80.667H424ZM99.667 881.666V788H372v93.666H99.667Zm178.667-178.333V622H99.667v-92.666h178.667v-82H372v255.999h-93.666ZM424 622v-92.666h436V622H424Zm163.667-175.667V189h93.666v81.334H860V364H681.333v82.333h-93.666ZM99.667 364v-93.666h436V364h-436Z""/></svg>",0,text,"write a text about   **description**  and  **description-second**",1,0,#F4E8A4,Custom,NULL,2025-09-26T14:23:19.000000Z,2025-09-26T14:23:19.000000Z
34,NULL,"AI Speech to Text","The AI app that turns audio speech into text with ease.",ai_speech_to_text,1,"[{""name"":""file"",""type"":""file"",""question"":""Upload an Audio File (mp3, mp4, mpeg, mpga, m4a, wav, and webm)(Max: 25Mb)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M140 976q-24.75 0-42.375-17.625T80 916V236q0-24.75 17.625-42.375T140 176h380l-60 60H140v680h480V776h60v140q0 24.75-17.625 42.375T620 976H140Zm100-170v-60h280v60H240Zm0-120v-60h200v60H240Zm380 10L460 536H320V336h140l160-160v520Zm60-92V258q56 21 88 74t32 104q0 51-35 101t-85 67Zm0 142v-62q70-25 125-90t55-158q0-93-55-158t-125-90v-62q102 27 171 112.5T920 436q0 112-69 197.5T680 746Z""/></svg>",0,audio,NULL,0,0,#DEFF81,blog,NULL,2025-09-26T14:23:20.000000Z,2025-09-26T14:23:20.000000Z
35,NULL,"AI Code Generator","Create custom code in seconds! Leverage our state-of-the-art AI technology to quickly and easily generate code in any language.",ai_code_generator,1,"[{""name"":""description"",""type"":""textarea"",""question"":""Describe What Kind of Code You Need"",""select"":""""},{""name"":""code_language"",""type"":""text"",""question"":""Coding Language (Java, PHP etc.)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""40"" viewBox=""0 96 960 960"" width=""40""><path d=""M196.666 965.333q-43.824 0-74.912-31.087-31.087-31.088-31.087-74.912V701.667h105.999v157.667h157.667v105.999H196.666Zm409.001 0V859.334h157.667V701.667H870v157.667q0 43.824-31.284 74.912-31.283 31.087-75.382 31.087H605.667ZM344 739.333 180.667 576 344 412.667 418.333 489l-86 87 86 87L344 739.333Zm272 0L541.667 663l86-87-86-87L616 412.667 779.333 576 616 739.333Zm-525.333-289V292.666q0-44.099 31.087-75.382Q152.842 186 196.666 186h157.667v106.666H196.666v157.667H90.667Zm672.667 0V292.666H605.667V186h157.667q44.099 0 75.382 31.284Q870 248.567 870 292.666v157.667H763.334Z""/></svg>",0,code,NULL,0,0,#81FFC2,development,NULL,2025-09-26T14:23:20.000000Z,2025-09-26T14:23:20.000000Z
36,NULL,"AI Article Wizard Generator","Create custom article instantly with our article wizard generator. Boost engagement and save time.",ai_article_wizard_generator,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M430 896V356H200V256h560v100H530v540H430Z""/></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:21.000000Z,2025-09-26T14:23:21.000000Z
37,NULL,"AI Vision","Elevate your visual analytics with our AI Vision platform. Harness the power of machine learning for real-time image recognition and data insights. Enhance efficiency and decision-making.",ai_vision,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:21.000000Z,2025-09-26T14:23:21.000000Z
38,NULL,"File Analyzer","Simply upload a file (PDF, CSV, .doc or .docx) and extract key insights or summarize the entire document.",ai_pdf,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:21.000000Z,2025-09-26T14:23:21.000000Z
39,NULL,"Chat Image","Generate Image by user input",ai_chat_image,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:22.000000Z,2025-09-26T14:23:22.000000Z
40,NULL,"AI ReWriter","Rewrite more professional and detailed content instantly with our ai rewriter. Boost engagement and save time.",ai_rewriter,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M430 896V356H200V256h560v100H530v540H430Z""/></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:22.000000Z,2025-09-26T14:23:22.000000Z
41,NULL,"AI Web Chat","Analyze web page content with url",ai_webchat,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,text,NULL,0,0,#A3D6C2,blog,NULL,2025-09-26T14:23:23.000000Z,2025-09-26T14:23:23.000000Z
42,NULL,"AI Video","Bring your static images to life and create visually compelling videos effortlessly.",ai_video,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,video,NULL,0,0,#A3D6C2,video,NULL,2025-09-26T14:23:23.000000Z,2025-09-26T14:23:23.000000Z
43,NULL,"AI Voiceover","The AI app that turns text into audio speech with ease. Get ready to generate custom audios from texts quickly and accurately.",ai_voiceover,1,"[{""name"":""file"",""type"":""file"",""question"":""Upload an Audio File (mp3, mp4, mpeg, mpga, m4a, wav, and webm)(Max: 25Mb)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M140 976q-24.75 0-42.375-17.625T80 916V236q0-24.75 17.625-42.375T140 176h380l-60 60H140v680h480V776h60v140q0 24.75-17.625 42.375T620 976H140Zm100-170v-60h280v60H240Zm0-120v-60h200v60H240Zm380 10L460 536H320V336h140l160-160v520Zm60-92V258q56 21 88 74t32 104q0 51-35 101t-85 67Zm0 142v-62q70-25 125-90t55-158q0-93-55-158t-125-90v-62q102 27 171 112.5T920 436q0 112-69 197.5T680 746Z""/></svg>",0,voiceover,,0,0,#DEFF81,voiceover,NULL,2025-09-26T14:23:23.000000Z,2025-09-26T14:23:23.000000Z
44,NULL,"AI YouTube","Simply turn your Youtube videos into Blog post.",ai_youtube,1,"[{""name"":""url"",""type"":""url"",""question"":""YouTube Video URL"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" width=""44"" height=""44"" viewBox=""0 0 24 24"" stroke-width=""1.5"" stroke=""#2c3e50"" fill=""none"" stroke-linecap=""round"" stroke-linejoin=""round""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M2 8a4 4 0 0 1 4 -4h12a4 4 0 0 1 4 4v8a4 4 0 0 1 -4 4h-12a4 4 0 0 1 -4 -4v-8z"" /><path d=""M10 9l5 3l-5 3z"" /></svg>",0,youtube,,0,0,#FFB0B0,youtube,NULL,2025-09-26T14:23:24.000000Z,2025-09-26T14:23:24.000000Z
45,NULL,"AI Voice Isolator","Separate voices from background noise in audio recordings.",ai_voice_isolator,1,"[{""name"":""file"",""type"":""file"",""question"":""Upload an Audio File (mp3, mp4, mpeg, mpga, m4a, wav, and webm)(Max: 500Mb)"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M140 976q-24.75 0-42.375-17.625T80 916V236q0-24.75 17.625-42.375T140 176h380l-60 60H140v680h480V776h60v140q0 24.75-17.625 42.375T620 976H140Zm100-170v-60h280v60H240Zm0-120v-60h200v60H240Zm380 10L460 536H320V336h140l160-160v520Zm60-92V258q56 21 88 74t32 104q0 51-35 101t-85 67Zm0 142v-62q70-25 125-90t55-158q0-93-55-158t-125-90v-62q102 27 171 112.5T920 436q0 112-69 197.5T680 746Z""/></svg>",0,isolator,,0,0,#DEFF81,voice,NULL,2025-09-26T14:23:24.000000Z,2025-09-26T14:23:24.000000Z
46,NULL,"AI Video to Video","Bring your static images to life and create visually compelling videos effortlessly.",ai_video_to_video,1,"[{""name"":""your_description"",""type"":""textarea"",""question"":""Description"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" 
 width=""48"" height=""48"" stroke-width=""2"" stroke=""black"" fill=""none"" viewBox=""0 0 24 24""><path stroke=""none"" d=""M0 0h24v24H0z"" fill=""none""/><path d=""M6 4l6 16l6 -16"" /></svg>",0,video-to-video,NULL,0,0,#A3D6C2,video-to-video,NULL,2025-09-26T14:23:25.000000Z,2025-09-26T14:23:25.000000Z
47,NULL,"Cover Letter","Generate professional cover letters that highlight your strengths and stand out to employers.",cover_letter,1,"[{""name"":""job_title"",""type"":""text"",""question"":""Job Title"",""select"":""""},{""name"":""company_name"",""type"":""text"",""question"":""Company Name"",""select"":""""},{""name"":""your_name"",""type"":""text"",""question"":""Your Name"",""select"":""""},{""name"":""your_skills"",""type"":""textarea"",""question"":""Your Skills"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M220 936q-24 0-42-18t-18-42V276q0-24 18-42t42-18h520q24 0 42 18t18 42v600q0 24-18 42t-42 18H220Zm0-60h520V276H220v600Zm70-120h160v-60H290v60Zm0-160h380v-60H290v60Zm0-160h380v-60H290v60ZM180 876V276v600Z""/></svg>",0,text,"Write a cover letter for the position of **job_title** at **company_name**. My name is **your_name** and my skills include **your_skills**.",1,0,#D6A3A3,academic,NULL,2025-09-26T14:23:25.000000Z,2025-09-26T14:23:25.000000Z
48,NULL,"Math Question","Solve complex math questions with ease. Get step-by-step solutions and understand the process.",math_question,1,"[{""name"":""question"",""type"":""textarea"",""question"":""Math Question"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M180 836v-60h600v60H180Zm130-150-43-43 112-112-112-112 43-43 112 112 112-112 43 43-112 112 112 112-43 43-112-112-112 112Zm-130-270v-60h600v60H180Z""/></svg>",0,text,"Solve the following math question: **question**. Provide step-by-step solutions.",1,0,#C2D6D6,academic,NULL,2025-09-26T14:23:26.000000Z,2025-09-26T14:23:26.000000Z
49,NULL,"Bullet Point Answer","Generate concise bullet point answers for any question. Save time and get straight to the point.",bullet_point_answer,1,"[{""name"":""question"",""type"":""textarea"",""question"":""Question"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M120 796v-60h480v60H120Zm0-170v-60h720v60H120Zm0-170v-60h720v60H120Zm0-170v-60h480v60H120Z""/></svg>",0,text,"Provide a bullet point answer for the following question: **question**.",1,0,#D6C2C2,academic,NULL,2025-09-26T14:23:26.000000Z,2025-09-26T14:23:26.000000Z
50,NULL,"Academic Essay","Generate an academic essay based on the given topic and guidelines.",academic_essay,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Essay Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M480 936q-57 0-108-21.5t-88.5-58Q246 819 224 768q-22-51-22-108t22-108q22-51 59-88.5T372 414q51-22 108-22t108 22q51 22 88.5 59T734 561q22 51 22 108t-22 108q-22 51-59 88.5T588 914q-51 22-108 22Zm0-60q43 0 80.5-16.5t65-44.5 44.5-65 16.5-80.5-16.5-80.5-44.5-65-65-44.5-80.5-16.5-80.5 16.5-65 44.5-44.5 65T180 768t16.5 80.5 44.5 65 65 44.5T480 876ZM308 626q-13 0-21.5-8.5T278 596q0-13 8.5-21.5T308 566h344q13 0 21.5 8.5T682 596q0 13-8.5 21.5T652 626H308Z""/></svg>",0,text,"Write an academic essay on the following topic: **topic**.",1,0,#F1C40F,academic,NULL,2025-09-26T14:23:27.000000Z,2025-09-26T14:23:27.000000Z
51,NULL,"Thesis Statement","Generate a thesis statement for the given topic.",thesis_statement,1,"[{""name"":""topic"",""type"":""textarea"",""question"":""Thesis Topic"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M120 936V216h720v720H120Zm60-60h600V276H180v600ZM180 276v600-600Zm280 390h120v-60H460v60Zm0-120h120v-60H460v60Zm-60-120h240V306H400v120Zm-120 300h480v-60H280v60Z""/></svg>",0,text,"Generate a thesis statement for the following topic: **topic**.",1,0,#27AE60,academic,NULL,2025-09-26T14:23:27.000000Z,2025-09-26T14:23:27.000000Z
52,NULL,Proofreading,"Proofread the given text and provide suggestions for improvement.",proofreading,1,"[{""name"":""text_to_proofread"",""type"":""textarea"",""question"":""Text to Proofread"",""select"":""""}]","<svg xmlns=""http://www.w3.org/2000/svg"" height=""48"" viewBox=""0 96 960 960"" width=""48""><path d=""M480 936q-65 0-122-25t-100-67.5T196.5 743 172 621V396q0-91 60-155.5T396 180v60q-65 0-111.5 46.5T238 396v225q0 74 37 138t100 102q60 24 133 24 70 0 130-27.5t101.5-75.5q40-47 62.5-107T840 396h60q0 80-24 153.5T837 660q-38 60-92 103.5T629 843t-149 93Zm-46-197 310-310-42-42-268 268-113-113-42 42 155 155ZM396 460Z""/></svg>",0,text,"Proofread the following text and provide suggestions for improvement: **text_to_proofread**.",1,0,#3498DB,academic,NULL,2025-09-26T14:23:27.000000Z,2025-09-26T14:23:27.000000Z
